O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,constituency,constituency_id,pk,District,Constituency Type,position,Gender
5,SELVAKUMAR P,Amma Makkal Munnettra Kazagam,2991,26,3017,1.31,Athoor,129,129-5,Dindigul,General,5,M
6,SIMON JUSTIN A,Naam Tamilar Katchi,17017,151,17168,7.47,Athoor,129,129-6,Dindigul,General,3,M
7,THILAGABAMA M,Pattali Makkal Katchi,30018,220,30238,13.15,Athoor,129,129-7,Dindigul,General,2,F
8,MUTHULAKSHMI R,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,1178,2,1180,0.51,Athoor,129,129-8,Dindigul,General,9,F
9,RAGUPATHI P,Anaithu Makkal Puratchi Katchi,87,0,87,0.04,Athoor,129,129-9,Dindigul,General,21,M
10,JEYASEKARAN R,My India Party,87,1,88,0.04,Athoor,129,129-10,Dindigul,General,20,M
11,ANBU AS,Independent,534,1,535,0.23,Athoor,129,129-11,Dindigul,General,13,M
12,KARTHI M,Independent,321,1,322,0.14,Athoor,129,129-12,Dindigul,General,16,M
13,SANKAR D,Independent,700,0,700,0.3,Athoor,129,129-13,Dindigul,General,12,M
14,SAVADAMUTHU A,Independent,1706,16,1722,0.75,Athoor,129,129-14,Dindigul,General,6,M
15,SILAMBARASAN P,Independent,486,0,486,0.21,Athoor,129,129-15,Dindigul,General,14,M
16,THILAGAVATHY S,Independent,347,2,349,0.15,Athoor,129,129-16,Dindigul,General,15,F
17,BALAMURUGAN A,Independent,190,0,190,0.08,Athoor,129,129-17,Dindigul,General,17,M
18,PALRAJ R,Independent,1352,5,1357,0.59,Athoor,129,129-18,Dindigul,General,8,M
19,MURUGANANTHAM C,Independent,125,0,125,0.05,Athoor,129,129-19,Dindigul,General,19,M
20,VEERAMALAI S,Independent,133,0,133,0.06,Athoor,129,129-20,Dindigul,General,18,M
21,NOTA,None of the Above,1543,21,1564,0.68,Athoor,129,129-21,Dindigul,General,7,Not Applicable
1,K.Ramasamy,Desiya Murpokku Dravida Kazhagam,3684,20,3704,2.0,Nilakkottai,130,130-1,Dindigul,SC,4,M
2,S.Thenmozhi,All India Anna Dravida Munnetra Kazhagam,90857,604,91461,49.49,Nilakkottai,130,130-2,Dindigul,SC,1,F
3,P.Nagendran,Bahujan Samaj Party,664,2,666,0.36,Nilakkottai,130,130-3,Dindigul,SC,7,M
4,K.Murugavelrajan,Dravida Munnetra Kazhagam,62593,1250,63843,34.55,Nilakkottai,130,130-4,Dindigul,SC,2,M
5,V.K.Aiyyar,Puthiya Tamilagam,478,6,484,0.26,Nilakkottai,130,130-5,Dindigul,SC,10,M
6,Ananth,Makkal Needhi Maiam,3146,35,3181,1.72,Nilakkottai,130,130-6,Dindigul,SC,5,M
7,V.Revadhi,My India Party,155,3,158,0.09,Nilakkottai,130,130-7,Dindigul,SC,15,F
8,G.Vasanthadevi,Naam Tamilar Katchi,17363,142,17505,9.47,Nilakkottai,130,130-8,Dindigul,SC,3,F
9,A.Alappan,Independent,340,3,343,0.19,Nilakkottai,130,130-9,Dindigul,SC,12,M
10,M.Kalimuthu,Independent,61,0,61,0.03,Nilakkottai,130,130-10,Dindigul,SC,19,M
11,P.Sivakami,Independent,76,1,77,0.04,Nilakkottai,130,130-11,Dindigul,SC,18,F
12,P.Nagajothi,Independent,511,4,515,0.28,Nilakkottai,130,130-12,Dindigul,SC,8,F
13,S.Nithya,Independent,126,2,128,0.07,Nilakkottai,130,130-13,Dindigul,SC,17,F
14,M.Pandi,Independent,135,2,137,0.07,Nilakkottai,130,130-14,Dindigul,SC,16,M
15,V.Balasubramani,Independent,163,1,164,0.09,Nilakkottai,130,130-15,Dindigul,SC,14,M
16,N.Perumal,Independent,252,0,252,0.14,Nilakkottai,130,130-16,Dindigul,SC,13,M
17,P.Pothumanickam,Independent,372,3,375,0.2,Nilakkottai,130,130-17,Dindigul,SC,11,M
18,V.Vinoth,Independent,491,0,491,0.27,Nilakkottai,130,130-18,Dindigul,SC,9,M
19,NOTA,None of the Above,1248,12,1260,0.68,Nilakkottai,130,130-19,Dindigul,SC,6,Not Applicable
1,M.A.ANDI AMBALAM,Dravida Munnetra Kazhagam,94968,862,95830,42.54,Natham,131,131-1,Dindigul,General,2,M
2,P.ANDISAMY,Bahujan Samaj Party,676,2,678,0.3,Natham,131,131-2,Dindigul,General,7,M
3,NATHAM.R.VISWANATHAN,All India Anna Dravida Munnetra Kazhagam,107255,507,107762,47.84,Natham,131,131-3,Dindigul,General,1,M
4,R.A.SARANRAJ,Indiya Jananayaka Katchi,1019,6,1025,0.46,Natham,131,131-4,Dindigul,General,6,M
5,DOCTOR.V.SIVASANKARAN,Naam Tamilar Katchi,14673,89,14762,6.55,Natham,131,131-5,Dindigul,General,3,M
6,N.RAJA,Amma Makkal Munnettra Kazagam,1713,8,1721,0.76,Natham,131,131-6,Dindigul,General,4,M
7,V.VEMBARASAN,My India Party,164,2,166,0.07,Natham,131,131-7,Dindigul,General,14,M
8,A.KARNAN,Independent,335,0,335,0.15,Natham,131,131-8,Dindigul,General,9,M
9,C.GURUSAMY,Independent,95,1,96,0.04,Natham,131,131-9,Dindigul,General,16,M
10,M.XAVIER JOSEPH KENNEDY,Independent,189,5,194,0.09,Natham,131,131-10,Dindigul,General,12,M
11,K.DHANDAPANI,Independent,321,1,322,0.14,Natham,131,131-11,Dindigul,General,10,M
12,A.BALASUBRAMANI,Independent,112,0,112,0.05,Natham,131,131-12,Dindigul,General,15,M
13,K.MURUGESAN,Independent,224,0,224,0.1,Natham,131,131-13,Dindigul,General,11,M
14,S.JEYAKUMAR,Independent,383,0,383,0.17,Natham,131,131-14,Dindigul,General,8,M
15,JEYAPAUL R,Independent,190,0,190,0.08,Natham,131,131-15,Dindigul,General,13,M
16,NOTA,None of the Above,1438,6,1444,0.64,Natham,131,131-16,Dindigul,General,5,Not Applicable
1,ARASUR MANOHARAN.S,Bahujan Samaj Party,492,9,501,0.26,Dindigul,132,132-1,Dindigul,General,8,M
2,SREENIVASAN.C,All India Anna Dravida Munnetra Kazhagam,89685,910,90595,46.43,Dindigul,132,132-2,Dindigul,General,1,M
3,PANDI.N,Communist Party of India  (Marxist),70393,2455,72848,37.34,Dindigul,132,132-3,Dindigul,General,2,M
4,AKKAMMAL.S,My India Party,301,4,305,0.16,Dindigul,132,132-4,Dindigul,General,10,F
5,ALAGU PANDIAN.R,Anaithu Makkal Munnetra Kazhagam,232,0,232,0.12,Dindigul,132,132-5,Dindigul,General,12,M
6,RAJENDRAN.R,Makkal Needhi Maiam,8950,113,9063,4.64,Dindigul,132,132-6,Dindigul,General,4,M
7,KARTHIKEYAN.V,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,92,0,92,0.05,Dindigul,132,132-7,Dindigul,General,20,M
8,SIVAGANAM.A,Anaithu Makkal Puratchi Katchi,51,2,53,0.03,Dindigul,132,132-8,Dindigul,General,22,M
9,MURUGESAN.A,Puthiya Tamilagam,245,9,254,0.13,Dindigul,132,132-9,Dindigul,General,11,M
10,RAMUTHEVAR.P,Amma Makkal Munnettra Kazagam,2379,48,2427,1.24,Dindigul,132,132-10,Dindigul,General,5,M
11,JAYASUNDAR.R,Naam Tamilar Katchi,14703,157,14860,7.62,Dindigul,132,132-11,Dindigul,General,3,M
12,ANBUROSE.D,Independent,190,1,191,0.1,Dindigul,132,132-12,Dindigul,General,14,M
13,SENTHIL ALAGAPPAN.A,Independent,81,1,82,0.04,Dindigul,132,132-13,Dindigul,General,21,M
14,DHANASEKARAN.C,Independent,165,1,166,0.09,Dindigul,132,132-14,Dindigul,General,16,M
15,NAGARAJ.N,Independent,179,1,180,0.09,Dindigul,132,132-15,Dindigul,General,15,M
16,BALASUBRAMANI.K,Independent,561,9,570,0.29,Dindigul,132,132-16,Dindigul,General,7,M
17,BALAJI.R,Independent,104,0,104,0.05,Dindigul,132,132-17,Dindigul,General,19,M
18,BASKARAN CHELLAPPA.J,Independent,344,1,345,0.18,Dindigul,132,132-18,Dindigul,General,9,M
19,RAHAMATHULLA.M,Independent,209,1,210,0.11,Dindigul,132,132-19,Dindigul,General,13,M
20,VIJAYAPANDI.P,Independent,109,5,114,0.06,Dindigul,132,132-20,Dindigul,General,18,M
21,HARI PRAKASH.M,Independent,118,1,119,0.06,Dindigul,132,132-21,Dindigul,General,17,M
22,NOTA,None of the Above,1772,35,1807,0.93,Dindigul,132,132-22,Dindigul,General,6,Not Applicable
1,GANDHIRAJAN S,Dravida Munnetra Kazhagam,105157,1324,106481,49.97,Vedasandur,133,133-1,Dindigul,General,1,M
2,PARAMASIVAM V P B,All India Anna Dravida Munnetra Kazhagam,88330,598,88928,41.73,Vedasandur,133,133-2,Dindigul,General,2,M
3,KARTHIKEYAN A,My India Party,669,0,669,0.31,Vedasandur,133,133-3,Dindigul,General,10,M
4,KALIMUTHU V,Samaniya Makkal Nala Katchi,101,0,101,0.05,Vedasandur,133,133-4,Dindigul,General,16,M
5,POTHUMANI R,Naam Tamilar Katchi,8441,54,8495,3.99,Vedasandur,133,133-5,Dindigul,General,3,F
6,MANEESHANKAR M G,Rashtriya Samaj Paksha,105,3,108,0.05,Vedasandur,133,133-6,Dindigul,General,15,M
7,MURUGESAN K,Ganasangam Party of India,123,0,123,0.06,Vedasandur,133,133-7,Dindigul,General,14,M
8,RAMASAMY P,Amma Makkal Munnettra Kazagam,2030,11,2041,0.96,Vedasandur,133,133-8,Dindigul,General,4,M
9,VETRIVEL S,Makkal Needhi Maiam,1202,13,1215,0.57,Vedasandur,133,133-9,Dindigul,General,6,M
10,SARAVANA KUMAR K R,Independent,71,1,72,0.03,Vedasandur,133,133-10,Dindigul,General,19,M
11,SUKUMAR V,Independent,233,0,233,0.11,Vedasandur,133,133-11,Dindigul,General,12,M
12,SELVARAJ V,Independent,71,0,71,0.03,Vedasandur,133,133-12,Dindigul,General,20,M
13,DHARMALINGAM Dr MARUR N,Independent,78,3,81,0.04,Vedasandur,133,133-13,Dindigul,General,17,M
14,NANDAKUMAR P,Independent,124,0,124,0.06,Vedasandur,133,133-14,Dindigul,General,13,M
15,PALANICHAMY B,Independent,1292,1,1293,0.61,Vedasandur,133,133-15,Dindigul,General,5,M
16,PRASATH R,Independent,886,1,887,0.42,Vedasandur,133,133-16,Dindigul,General,7,M
17,MUTHUSAMY V,Independent,739,1,740,0.35,Vedasandur,133,133-17,Dindigul,General,9,M
18,MURUGAN P,Independent,489,0,489,0.23,Vedasandur,133,133-18,Dindigul,General,11,M
19,MOORTHY S,Independent,77,0,77,0.04,Vedasandur,133,133-19,Dindigul,General,18,M
20,RAMASAMY K,Independent,48,1,49,0.02,Vedasandur,133,133-20,Dindigul,General,21,M
21,NOTA,None of the Above,798,5,803,0.38,Vedasandur,133,133-21,Dindigul,General,8,Not Applicable
1,ANNAMALAI. K,Bharatiya Janata Party,67915,638,68553,38.71,Aravakurichi,134,134-1,Karur,General,2,M
2,ELANGO. R,Dravida Munnetra Kazhagam,92215,1154,93369,52.72,Aravakurichi,134,134-2,Karur,General,1,M
3,SUNDARARAJ. R,Bahujan Samaj Party,328,0,328,0.19,Aravakurichi,134,134-3,Karur,General,10,M
4,ANITHA PARVEEN. M,Naam Tamilar Katchi,7156,32,7188,4.06,Aravakurichi,134,134-4,Karur,General,3,F
5,THANGAVEL.  P. S. N,Amma Makkal Munnettra Kazagam,1593,6,1599,0.9,Aravakurichi,134,134-5,Karur,General,4,M
6,MOHAMMED HANEEF SHAHIL. K. S,Makkal Needhi Maiam,1375,7,1382,0.78,Aravakurichi,134,134-6,Karur,General,5,M
7,MOHANRAJ. C,Samaniya Makkal Nala Katchi,21,1,22,0.01,Aravakurichi,134,134-7,Karur,General,32,M
8,RAJKUMAR. R,Tamil Nadu Ilangyar Katchi,375,2,377,0.21,Aravakurichi,134,134-8,Karur,General,8,M
9,ARIVALAGAN. T,Independent,53,0,53,0.03,Aravakurichi,134,134-9,Karur,General,19,M
10,ARUMUGAM. R,Independent,29,0,29,0.02,Aravakurichi,134,134-10,Karur,General,25,M
11,KARTHIKEYAN. R,Independent,63,0,63,0.04,Aravakurichi,134,134-11,Karur,General,18,M
12,KARTHIK. D,Independent,45,0,45,0.03,Aravakurichi,134,134-12,Karur,General,21,M
13,KIRUBANANTH. S,Independent,41,0,41,0.02,Aravakurichi,134,134-13,Karur,General,23,M
14,SAKUNTHALA. N,Independent,79,0,79,0.04,Aravakurichi,134,134-14,Karur,General,17,F
15,SATHEESHKUMAR. T,Independent,336,0,336,0.19,Aravakurichi,134,134-15,Karur,General,9,M
16,SARAVANAN. P,Independent,1236,0,1236,0.7,Aravakurichi,134,134-16,Karur,General,6,M
17,CHITHAMBARAM. A,Independent,240,0,240,0.14,Aravakurichi,134,134-17,Karur,General,12,M
18,SILAMBARASAN. P,Independent,129,0,129,0.07,Aravakurichi,134,134-18,Karur,General,15,M
19,SIVAKUMAR. A,Independent,28,0,28,0.02,Aravakurichi,134,134-19,Karur,General,26,M
20,SURESH. M,Independent,19,0,19,0.01,Aravakurichi,134,134-20,Karur,General,38,M
21,SURESHBABU. S,Independent,24,0,24,0.01,Aravakurichi,134,134-21,Karur,General,30,M
22,SELVAKUMAR. R,Independent,19,0,19,0.01,Aravakurichi,134,134-22,Karur,General,37,M
23,THANEGASALAM. R. V,Independent,20,1,21,0.01,Aravakurichi,134,134-23,Karur,General,34,M
24,BASKARAN. N,Independent,24,1,25,0.01,Aravakurichi,134,134-24,Karur,General,28,M
25,PITCHAIMUTHU. T,Independent,24,0,24,0.01,Aravakurichi,134,134-25,Karur,General,29,M
26,PRAKASH. P,Independent,16,0,16,0.01,Aravakurichi,134,134-26,Karur,General,40,M
27,PRABAKARAN. T,Independent,20,1,21,0.01,Aravakurichi,134,134-27,Karur,General,33,M
28,PRABHU. G,Independent,16,0,16,0.01,Aravakurichi,134,134-28,Karur,General,39,M
29,BOOPATHY. S,Independent,27,0,27,0.02,Aravakurichi,134,134-29,Karur,General,27,M
30,PERIYASAMY. M. R,Independent,40,0,40,0.02,Aravakurichi,134,134-30,Karur,General,24,M
31,MAHESHMANI. T,Independent,104,0,104,0.06,Aravakurichi,134,134-31,Karur,General,16,M
32,MATHIYALAGAN. P,Independent,161,0,161,0.09,Aravakurichi,134,134-32,Karur,General,14,M
33,MANOJPANDIYAN. J. M,Independent,290,0,290,0.16,Aravakurichi,134,134-33,Karur,General,11,M
34,MURUGESAN. M. S,Independent,174,0,174,0.1,Aravakurichi,134,134-34,Karur,General,13,M
35,RAGUNATH. P,Independent,23,0,23,0.01,Aravakurichi,134,134-35,Karur,General,31,M
36,RANJITH. I,Independent,21,0,21,0.01,Aravakurichi,134,134-36,Karur,General,35,M
37,RAMAGURU. R,Independent,19,1,20,0.01,Aravakurichi,134,134-37,Karur,General,36,M
38,RAJENDIRAN. M,Independent,44,0,44,0.02,Aravakurichi,134,134-38,Karur,General,22,M
39,VIVEKANANTHAN. V,Independent,13,0,13,0.01,Aravakurichi,134,134-39,Karur,General,41,M
40,VAIRASEEMAN. G,Independent,46,0,46,0.03,Aravakurichi,134,134-40,Karur,General,20,M
41,NOTA,None of the Above,866,3,869,0.49,Aravakurichi,134,134-41,Karur,General,7,Not Applicable
1,AADHIKRISHNAN.P,Bahujan Samaj Party,210,0,210,0.1,Karur,135,135-1,Karur,General,9,M
2,SENTHILBALAJI V,Dravida Munnetra Kazhagam,100356,1401,101757,49.08,Karur,135,135-2,Karur,General,1,M
3,THANGARAJ.N,Desiya Murpokku Dravida Kazhagam,946,7,953,0.46,Karur,135,135-3,Karur,General,6,M
4,VIJAYABHASKAR. M.R,All India Anna Dravida Munnetra Kazhagam,88440,869,89309,43.08,Karur,135,135-4,Karur,General,2,M
5,KARUPPAIYA.R,Naam Tamilar Katchi,7286,30,7316,3.53,Karur,135,135-5,Karur,General,3,M
6,SHANMUGAM.N,Samaniya Makkal Nala Katchi,99,0,99,0.05,Karur,135,135-6,Karur,General,15,M
7,DHANALAKSHMI.M,Ganasangam Party of India,105,0,105,0.05,Karur,135,135-7,Karur,General,13,F
8,MOHANRAJ.S,Makkal Needhi Maiam,4138,16,4154,2.0,Karur,135,135-8,Karur,General,4,M
9,JOSEPH.M.A,Desiya Makkal Sakthi Katchi,39,0,39,0.02,Karur,135,135-9,Karur,General,24,M
10,ABILAZAN.N,Independent,29,0,29,0.01,Karur,135,135-10,Karur,General,28,M
11,AMARNATH.K,Independent,28,0,28,0.01,Karur,135,135-11,Karur,General,30,M
12,AMARSRI.M,Independent,56,0,56,0.03,Karur,135,135-12,Karur,General,19,M
13,ANBAZHAGAN,Independent,334,0,334,0.16,Karur,135,135-13,Karur,General,8,M
14,RAVI.P,Independent,366,3,369,0.18,Karur,135,135-14,Karur,General,7,M
15,KANNAN.T,Independent,165,0,165,0.08,Karur,135,135-15,Karur,General,10,M
16,KATHIRAVAN.P,Independent,114,0,114,0.05,Karur,135,135-16,Karur,General,12,M
17,KARUNAMOORTHY.S,Independent,29,0,29,0.01,Karur,135,135-17,Karur,General,29,M
18,KALAI RAJ.K,Independent,51,0,51,0.02,Karur,135,135-18,Karur,General,20,M
19,KAMARAJ.P,Independent,15,0,15,0.01,Karur,135,135-19,Karur,General,40,M
20,KRISHNAKUMAR.S,Independent,42,0,42,0.02,Karur,135,135-20,Karur,General,23,M
21,GOPALAKRISHNAN.A,Independent,19,0,19,0.01,Karur,135,135-21,Karur,General,35,M
22,SAKTHIKUMAR,Independent,2,0,2,0.0,Karur,135,135-22,Karur,General,78,M
23,SANTHANAKUMAR.M,Independent,3,1,4,0.0,Karur,135,135-23,Karur,General,72,M
24,SATHISH.P,Independent,10,0,10,0.0,Karur,135,135-24,Karur,General,56,M
25,SAMPATH.S,Independent,9,0,9,0.0,Karur,135,135-25,Karur,General,61,M
26,SARAVANAN.R,Independent,10,0,10,0.0,Karur,135,135-26,Karur,General,57,M
27,SAMIAPPAN.K,Independent,10,0,10,0.0,Karur,135,135-27,Karur,General,58,M
28,SAMIVEL.A,Independent,12,0,12,0.01,Karur,135,135-28,Karur,General,51,M
29,SHIVAKUMAR.K,Independent,29,0,29,0.01,Karur,135,135-29,Karur,General,27,M
30,SIVAKUMAR.N,Independent,18,0,18,0.01,Karur,135,135-30,Karur,General,37,M
31,SIVAKUMAR.V,Independent,46,0,46,0.02,Karur,135,135-31,Karur,General,21,M
32,SIVASAMY.P,Independent,37,0,37,0.02,Karur,135,135-32,Karur,General,25,M
33,SUDHAKAR.S,Independent,7,0,7,0.0,Karur,135,135-33,Karur,General,66,M
34,SUDHAKAR.L,Independent,19,0,19,0.01,Karur,135,135-34,Karur,General,36,M
35,SUBASH MALAYALAM.T,Independent,8,0,8,0.0,Karur,135,135-35,Karur,General,63,M
36,SURYA,Independent,96,0,96,0.05,Karur,135,135-36,Karur,General,16,M
37,SENTHILKUMAR.A,Independent,13,0,13,0.01,Karur,135,135-37,Karur,General,49,M
38,SENTHILKUMAR.A.M,Independent,2,0,2,0.0,Karur,135,135-38,Karur,General,77,M
39,SELVAKUMAR.M,Independent,7,0,7,0.0,Karur,135,135-39,Karur,General,65,M
40,DANIYA,Independent,11,0,11,0.01,Karur,135,135-40,Karur,General,53,F
41,TAMILARASAN.K,Independent,13,0,13,0.01,Karur,135,135-41,Karur,General,50,M
42,THAMILALAGAN,Independent,7,0,7,0.0,Karur,135,135-42,Karur,General,67,M
43,DHANABAL,Independent,7,0,7,0.0,Karur,135,135-43,Karur,General,64,M
44,THIRUGNANAM.M,Independent,13,0,13,0.01,Karur,135,135-44,Karur,General,47,M
45,DEEPANANDH.N,Independent,14,0,14,0.01,Karur,135,135-45,Karur,General,45,M
46,DURAISAMY.J,Independent,5,0,5,0.0,Karur,135,135-46,Karur,General,70,M
47,NOOR MOHAMMED THOUFFIC.A,Independent,13,0,13,0.01,Karur,135,135-47,Karur,General,48,M
48,PALANIVEL.P,Independent,17,0,17,0.01,Karur,135,135-48,Karur,General,38,M
49,BALAMANIKANDAN.K,Independent,56,0,56,0.03,Karur,135,135-49,Karur,General,18,M
50,BANUMATHY,Independent,16,0,16,0.01,Karur,135,135-50,Karur,General,39,F
51,PRAKASH.A,Independent,11,0,11,0.01,Karur,135,135-51,Karur,General,54,M
52,PRAKASH.N,Independent,20,0,20,0.01,Karur,135,135-52,Karur,General,34,M
53,PRAKASH.V,Independent,5,0,5,0.0,Karur,135,135-53,Karur,General,71,M
54,PRASANTH.S,Independent,4,0,4,0.0,Karur,135,135-54,Karur,General,73,M
55,PUSHPARAJ.P,Independent,3,0,3,0.0,Karur,135,135-55,Karur,General,74,M
56,BOOPATHI.P,Independent,6,0,6,0.0,Karur,135,135-56,Karur,General,68,M
57,MAHENDRAN,Independent,11,0,11,0.01,Karur,135,135-57,Karur,General,52,M
58,MANIKANDAN.K,Independent,2,0,2,0.0,Karur,135,135-58,Karur,General,76,M
59,MANIVANNAN.S,Independent,3,0,3,0.0,Karur,135,135-59,Karur,General,75,M
60,MANOJ.P,Independent,10,0,10,0.0,Karur,135,135-60,Karur,General,55,M
61,MUTHU. K.R,Independent,14,0,14,0.01,Karur,135,135-61,Karur,General,43,M
62,MUTHUKUMAR.G,Independent,8,0,8,0.0,Karur,135,135-62,Karur,General,62,M
63,MURALI.M,Independent,10,0,10,0.0,Karur,135,135-63,Karur,General,59,M
64,MURUGANANTHAM.T,Independent,30,0,30,0.01,Karur,135,135-64,Karur,General,26,M
65,MURUGESAN.A,Independent,83,1,84,0.04,Karur,135,135-65,Karur,General,17,M
66,MOHAN.M.L.M,Independent,42,0,42,0.02,Karur,135,135-66,Karur,General,22,M
67,MOUNAGURUBALUSAMY.K,Independent,14,0,14,0.01,Karur,135,135-67,Karur,General,41,M
68,RAJESHKANNAN.S,Independent,138,0,138,0.07,Karur,135,135-68,Karur,General,11,M
69,VIGNESHWARAN.P,Independent,25,0,25,0.01,Karur,135,135-69,Karur,General,32,M
70,VINOTHKUMAR,Independent,9,0,9,0.0,Karur,135,135-70,Karur,General,60,M
71,VIJAYABHASKAR.R.V,Independent,14,0,14,0.01,Karur,135,135-71,Karur,General,44,M
72,VIJAYAN.K,Independent,13,0,13,0.01,Karur,135,135-72,Karur,General,46,M
73,VEERAKUMAR.T,Independent,5,0,5,0.0,Karur,135,135-73,Karur,General,69,M
74,VENKADESH.K,Independent,14,0,14,0.01,Karur,135,135-74,Karur,General,42,M
75,VENKATESH PRABU.K,Independent,26,0,26,0.01,Karur,135,135-75,Karur,General,31,M
76,JAYAKUMAR.G,Independent,100,2,102,0.05,Karur,135,135-76,Karur,General,14,M
77,JOTHI SUTHARSAN,Independent,22,0,22,0.01,Karur,135,135-77,Karur,General,33,M
78,NOTA,None of the Above,954,7,961,0.46,Karur,135,135-78,Karur,General,5,Not Applicable
1,KATHIRVEL.M,Desiya Murpokku Dravida Kazhagam,1940,6,1946,1.08,Krishnarayapuram,136,136-1,Karur,SC,4,M
2,SIVAGAMA SUNDARI.K,Dravida Munnetra Kazhagam,95321,1219,96540,53.37,Krishnarayapuram,136,136-2,Karur,SC,1,F
3,MUTHUKUMAR,All India Anna Dravida Munnetra Kazhagam,64507,408,64915,35.88,Krishnarayapuram,136,136-3,Karur,SC,2,M
4,MURUGESAN.R,Bahujan Samaj Party,538,2,540,0.3,Krishnarayapuram,136,136-4,Karur,SC,9,M
5,ASHOKAN.P,Puthiya Tamilagam,194,1,195,0.11,Krishnarayapuram,136,136-5,Karur,SC,14,M
6,ILAKIYA.R,Naam Tamilar Katchi,9654,52,9706,5.37,Krishnarayapuram,136,136-6,Karur,SC,3,F
7,CHANDRA.P,My India Party,128,0,128,0.07,Krishnarayapuram,136,136-7,Karur,SC,16,F
8,SARAVANAN.V,Makkal Needhi Maiam,1837,11,1848,1.02,Krishnarayapuram,136,136-8,Karur,SC,5,M
9,NARAYANAN.KR,Communist Party of India  (Marxist-Leninist)  (Liberation),100,1,101,0.06,Krishnarayapuram,136,136-9,Karur,SC,21,M
10,RAJAGURU. M,Samaniya Makkal Nala Katchi,121,1,122,0.07,Krishnarayapuram,136,136-10,Karur,SC,17,M
11,KRISHNAMOORTHI.M,Independent,119,0,119,0.07,Krishnarayapuram,136,136-11,Karur,SC,18,M
12,GOPI KRISHNAN.P,Independent,97,0,97,0.05,Krishnarayapuram,136,136-12,Karur,SC,22,M
13,SAKTHIVEL.K,Independent,151,0,151,0.08,Krishnarayapuram,136,136-13,Karur,SC,15,M
14,SATHYARAJ,Independent,433,0,433,0.24,Krishnarayapuram,136,136-14,Karur,SC,10,M
15,SIVAKUMAR. O,Independent,910,1,911,0.5,Krishnarayapuram,136,136-15,Karur,SC,7,M
16,CHINNASAMY.V,Independent,377,0,377,0.21,Krishnarayapuram,136,136-16,Karur,SC,11,M
17,SENTHILKUMAR.M,Independent,214,0,214,0.12,Krishnarayapuram,136,136-17,Karur,SC,13,M
18,SELVAKUMAR.S,Independent,710,0,710,0.39,Krishnarayapuram,136,136-18,Karur,SC,8,M
19,TAMIL SELVAN.M,Independent,242,0,242,0.13,Krishnarayapuram,136,136-19,Karur,SC,12,M
20,NAGARAJAN. C,Independent,68,0,68,0.04,Krishnarayapuram,136,136-20,Karur,SC,24,M
21,MAHAMUNI.A,Independent,27,0,27,0.01,Krishnarayapuram,136,136-21,Karur,SC,25,M
22,MAHESWARAN.A,Independent,24,0,24,0.01,Krishnarayapuram,136,136-22,Karur,SC,26,M
23,MUHILAN.T,Independent,21,0,21,0.01,Krishnarayapuram,136,136-23,Karur,SC,27,M
24,MURUGANANTHAM.T,Independent,69,0,69,0.04,Krishnarayapuram,136,136-24,Karur,SC,23,M
25,RAMESH.N.P,Independent,107,1,108,0.06,Krishnarayapuram,136,136-25,Karur,SC,20,M
26,RAJAGOPAL.K,Independent,113,0,113,0.06,Krishnarayapuram,136,136-26,Karur,SC,19,M
27,NOTA,None of the Above,1172,5,1177,0.65,Krishnarayapuram,136,136-27,Karur,SC,6,Not Applicable
1,P.Anbalagan,Bahujan Samaj Party,585,5,590,0.3,Kulithalai,137,137-1,Karur,General,10,M
2,N.R.Chandrasekar,All India Anna Dravida Munnetra Kazhagam,76579,710,77289,39.14,Kulithalai,137,137-2,Karur,General,2,M
3,R.Manickam,Dravida Munnetra Kazhagam,99285,1544,100829,51.06,Kulithalai,137,137-3,Karur,General,1,M
4,M.Sankar,Samaniya Makkal Nala Katchi,455,5,460,0.23,Kulithalai,137,137-4,Karur,General,12,M
5,A.Subethar,Tipu Sultan Party,213,2,215,0.11,Kulithalai,137,137-5,Karur,General,16,M
6,V.Nirosha,Amma Makkal Munnettra Kazagam,754,7,761,0.39,Kulithalai,137,137-6,Karur,General,6,F
7,Seeni.Prakasu,Naam Tamilar Katchi,11426,85,11511,5.83,Kulithalai,137,137-7,Karur,General,3,M
8,S.Manikandan,Indiya Jananayaka Katchi,670,4,674,0.34,Kulithalai,137,137-8,Karur,General,8,M
9,V.Alex Mouris,Independent,244,1,245,0.12,Kulithalai,137,137-9,Karur,General,14,M
10,S.Kandasamy,Independent,138,0,138,0.07,Kulithalai,137,137-10,Karur,General,18,M
11,R.Kalyana Sundaram,Independent,109,2,111,0.06,Kulithalai,137,137-11,Karur,General,19,M
12,R.Chandrasekar,Independent,674,20,694,0.35,Kulithalai,137,137-12,Karur,General,7,M
13,M.Saravanan,Independent,213,8,221,0.11,Kulithalai,137,137-13,Karur,General,15,M
14,R.Saravanan,Independent,834,4,838,0.42,Kulithalai,137,137-14,Karur,General,5,M
15,K.Suresh,Independent,490,4,494,0.25,Kulithalai,137,137-15,Karur,General,11,M
16,B.Selvaraj,Independent,399,0,399,0.2,Kulithalai,137,137-16,Karur,General,13,M
17,S.Barani,Independent,184,0,184,0.09,Kulithalai,137,137-17,Karur,General,17,M
